Geography,Household_Type,Total_Households,Owner_Households,Renter_Households,Year
New Brunswick,Non-family households3,101305.0,57270.0,43475.0,2016
New Brunswick,One-person households,89455.0,51230.0,37735.0,2016
New Brunswick,Two-or-more-person non-family households,11855.0,6040.0,5735.0,2016
Quebec,Total - Household type,3531665.0,2163735.0,1362010.0,2016
Quebec,Family households2,2226835.0,1641375.0,580525.0,2016
Quebec,One-family households,2197255.0,1619515.0,573775.0,2016
Quebec,Couple family households with children,892110.0,710845.0,179025.0,2016
Quebec,Couple family households without children,947155.0,725860.0,220730.0,2016
Quebec,One-parent family households,357990.0,182810.0,174015.0,2016
Quebec,Multiple-family households,29575.0,21860.0,6750.0,2016
Quebec,Non-family households3,1304830.0,522360.0,781485.0,2016
Quebec,One-person households,1174690.0,482495.0,691365.0,2016
Quebec,Two-or-more-person non-family households,130135.0,39865.0,90115.0,2016
Ontario,Total - Household type,5169175.0,3601825.0,1559720.0,2016
Ontario,Family households2,3627440.0,2834295.0,787330.0,2016
Ontario,One-family households,3481760.0,2710255.0,766580.0,2016
